adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,0,Action;Adventure;Drama;History,,4107,tt0280491,en,Bloody Sunday,The dramatised story of the Irish civil rights protest march on January 30 1972 which ended in a massacre by British troops.,7.757913,/duIrD3kRBk47disZvNa37GoEZ3J.jpg,Portman Entertainment Group;Bórd Scannán na hÉireann;Hell's Kitchen Films;Granada Television,,2002-01-16,773228,107,en;ga,Released,,Bloody Sunday,False,7.2,54,northern ireland;independent film;civil rights
False,,0,Fantasy;Science Fiction;Action;Adventure,,1682,tt0058379,ja,Mosura tai Gojira,"The 4th film in the Godzilla franchise restores the serious tone of the original Godzilla film. A greedy developer has placed huge machines to suck dry a part of the ocean near Tokyo so he can build luxury condos. After a storm, a giant egg washes up on a nearby beach.  The developer's plans go awry when he disrupts Godzilla's rest and the monster goes stomping through Tokyo. It's up to Mothra defend its egg and Japan from Godzilla.  One of the most popular films in the original Godzilla series.",2.967672,/7XdeTfAEEeK6L485Aa9qw99wk2J.jpg,Toho Company,,1964-04-29,0,89,ja,Released,Nothing Like This Ever On the Screen!,Mothra vs. Godzilla,False,6.4,38,japan;monster;egg;godzilla;mothra;sequel;giant monster;tokusatsu;moth;giant moth;gojira;kaiju;monster movie;mosura
False,,0,Thriller;Drama;Crime,,3092,tt0058557,en,Seance on a Wet Afternoon,"Bill Savage is struggling to maintain his marriage to his increasingly unbalanced wife, Myra, who believes she is a medium. She plans a scheme that will make her famous, involving kidnapping then ""psychically"" locating a little girl.",2.459915,/6CDDHYJDH25XAGZkKysWV4cakZ1.jpg,Allied Film Makers;Beaver Films,,1964-06-19,0,111,en,Released,Two of the greatest performances you will ever see...,Seance on a Wet Afternoon,False,7.0,29,seance
False,,0,Mystery;Thriller,,4989,tt0070680,en,Shamus,"New York private eye Shamus McCoy likes girls, drink and gambling, but by the look of his flat business can't be too hot. So an offer of $10,000 to finds some diamonds stolen in a daring raid with a flame-thrower is too good to miss. His investigations soon get pretty complicated and rather too dangerous. At least along the way he does get to meet Alexis.",0.674968,/7LlfecEKKgCzjBMgP6UdEg8O28E.jpg,Columbia Pictures Corporation,,1973-01-31,0,106,en,Released,"SHAMUS a pool-shooting, card-playing, broad-chasing, private eye...cross him, and he'll blow your head off!",Shamus,False,7.6,5,suspense
False,,4000000,Comedy;Drama;Romance,,1809,tt0292644,en,The Rules of Attraction,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",6.781935,/2VNthl67n1rALwB6mncDrh9Q9GV.jpg,Kingsgate Films,,2002-10-11,0,110,en;de,Released,We all run on instinct,The Rules of Attraction,False,6.3,170,love triangle;independent film;multiple storylines
False,,4000000,Documentary,http://www.bowlingforcolumbine.com/index.php,1430,tt0310793,en,Bowling for Columbine,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",11.393859,/eQLThQmmiCyEoGDr1MdNGYOjU0M.jpg,Alliance Atlantis Communications;TiMe Film- und TV-Produktions GmbH;Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG;Dog Eat Dog Films;Iconolatry Productions Inc.;Salter Street Films International;United Broadcasting Inc.,,2002-10-09,35564473,120,en,Released,One nation under the gun.,Bowling for Columbine,False,7.3,467,usa;canada;gun;homicide;to shoot dead;checks and balances;columbine;oklahoma city bombing;gun violence;person running amok
False,,0,Drama;Adventure,,40815,tt0118756,fr,Le Bossu,"The Comte de Gonzague schemes against his cousin, the Duc de Nevers, even though he is the Duke's heir and will inherit his estates. The Count has kept secret the existence of the Duke's bastard, recently born. When the Duke learns of his child, he journeys to wed the mother, a baron's daughter, in her father's isolated chateau. The occupants of the castle are surprised and murdered by the Count and his men. The only ones to escape are the Duke's friend, the skilled swordsman Lagardère, and the infant, a girl, now the rightful heiress to the Duke's vast fortune. The Count believes the pair to have drowned, when in fact they have been concealed by a travelling troupe of Italian players. Twenty years pass. The Count has discovered that the two survive and seeks to have them slain. But Lagardère gains the confidence of the Count, and employment as his bookkeeper, through his clever disguise as a hunch-back...",2.264968,/fNSHA2bfFYXaTK5Sb15OTzZxEkH.jpg,Cecchi Gori Group Tiger Cinematografica;Canal+;Alicéléo,,1997-12-03,0,128,fr,Released,,On Guard,False,6.5,38,assassination;based on novel;bodyguard;cousin;greed;father;marriage;revenge;murder;betrayal;older man younger woman relationship;false accusations;disguise;swashbuckler;hunchback
False,,28,Thriller;Action;Comedy;Crime,,1613,tt0227984,en,The 51st State,"Elmo McElroy is a streetwise American master chemist who heads to England to sell his special new formula - a powerful, blue concoction guaranteed to take you to 'the 51st state.' McElroy's new product delivers a feeling 51 times more powerful than any thrill, any pleasure, any high in history. But his plans for a quick, profitable score go comically awry when he gets stuck in Liverpool with an unlikely escort and his ex-girlfriend and becomes entangled in a bizarre web of double-dealing and double-crosses.",6.368323,/wh7oKqAsNqpNcpFiW6LrH4Z79Ga.jpg,Film Council;Alliance Atlantis Communications;The Film Consortium;Focus Films;Momentum Films;National Lottery;Canadian Film or Video Production Tax Credit (CPTC);Artists Production Group (APG);Fifty First Films,,2001-12-07,14,93,en,Released,Nice Wheels. Dirty Deals. And One Mean Mother In A Kilt.,The 51st State,False,5.9,173,chemical;laxative;skinheads
False,,48000000,Horror;Mystery,,565,tt0298130,en,The Ring,"It sounded like just another urban legend: A videotape filled with nightmarish images, leading to a phone call foretelling the viewer's death in exactly seven days. As a newspaper reporter, Rachel Keller was naturally skeptical of the story, until four teenagers all met with mysterious deaths exactly one week after watching just such a tape. Allowing her investigative curiosity to get the better of her, Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring.",13.740965,/zHJFdhqEXZJxG653oZvOM3PmNON.jpg,DreamWorks SKG;BenderSpink;Parkes+MacDonald Image Nation,,2002-10-18,249348933,115,en,Released,"Before you die, you see",The Ring,False,6.5,1720,journalist;drowning;island;television;horse;videoband;investigation;telephone;remake;paranormal;curse;cabin in the woods;ghost;well;videotape;supernatural horror;mysterious death;remake of asian film
False,,0,Comedy;Family;Fantasy,,49872,tt0293832,en,Hansel & Gretel,"Hansel and Gretel is a 2002 film adaptation of the Brothers Grimm children's story. It stars Jacob Smith and Taylor Momsen as the eponymous characters. It includes the Sandman, played by Howie Mandel and Sinbad as a raven.",2.186679,/47sXi0PRgMFlH5lqo24u6VTvhYO.jpg,Tag Entertainment;Broomstick Entertainment;Majestic Film Partners,,2002-10-16,100477,89,en;it,Released,Magically Delicious! A Real Family Treat!,Hansel & Gretel,False,5.9,12,witch;fairy;fairy tale;forest;children;sandman;evil witch;hansel and gretel
False,,3500000,Horror;Thriller,,40969,tt0081617,en,Terror Train,"A masked killer targets six college kids responsible for a prank gone wrong three years earlier and who are currently throwing a large New Year's Eve costume party aboard a moving train.
 Riding the coattails of the resurgent boom in horror films after the success of Halloween, Terror Train features teeth-chattering direction by Roger Spottiswoode and pristine cinematography from John Alcott.  The story is the basic slasher film premise, remounted on a moving train.
 A college fraternity decides to hold a New Year's Eve party on a train.  But an uninvited guest, a disturbed ex-fraternity member, decides to take revenge on the partying students by killing them off one by one in increasingly grisly fashion.",3.43877,/lBfEvRUsP8WqoS075i3mlTEmBHH.jpg,Sandy Howard Productions;Astral Bellevue Pathé;Triple T Productions,,1980-10-03,0,97,en,Released,The boys and girls of Sigma Phi. Some will live. Some will die.,Terror Train,False,5.8,62,female nudity;magic;nudity;mask;college;costume;surprise;stalker;party;revenge;murder;independent film;serial killer;masked killer;blood;severed head;slasher;train;killer;severed hand;psycho;canuxploitation
False,,0,Action;Drama;Western,,5917,tt0080031,en,Tom Horn,A renowned former army scout is hired by ranchers to hunt down rustlers but finds himself on trial for the murder of a boy when he carries out his job too well. Tom Horn finds that the simple skills he knows are of no help in dealing with the ambitions of ranchers and corrupt officials as progress marches over him and the old west.,1.95931,/lsOqgR1IRqxIi1zDeHPSLhRW0p8.jpg,Solar Productions;First Artists;Warner Bros.,,1980-03-28,0,94,en,Released,See him before he sees you,Tom Horn,False,6.9,26,hero;ranch;shootout;trial;one man army;rancher;brutality;justice;rustler
False,,0,Adventure;Horror,,8691,tt0082700,en,Cannibal Ferox,"Three friends out to disprove cannibalism meet two men on the run who tortured and enslaved a cannibal tribe to find emeralds, and now the tribe is out for revenge.",2.767334,/3yU2sIYCdaEvnTj8KH0nHzO2ptF.jpg,Dania Film;National Cinematografica;Medusa Distribuzione,,1981-04-24,0,93,es;it,Released,Banned in 31 countries!,Cannibal Ferox,False,5.3,61,colombia;tribe;jungle;torture;cannibal;exploitation film;anthropologist;video nasty
False,,0,Comedy;Mystery;Thriller,,66592,tt0082159,en,Charlie Chan and the Curse of the Dragon Queen,"Famous detective Charlie Chan is called out of retirement to help a San Francisco detective solve a mysterious series of murders. With his bumbling grandson as his sidekick, Chan also encounters an old nemesis known as the Dragon Queen who is the prime suspect.",1.128953,/cWS96LKiUfFicPrscsxjAjKbTaB.jpg,,,1981-02-01,0,97,en;de,Released,Murderer who turn victim into human baked potato have real appetite for crime.,Charlie Chan and the Curse of the Dragon Queen,False,5.8,6,charlie chan
False,,0,Drama,,25773,tt0082175,en,The Chosen,"The Chosen follows the story of two teenage boys determined to remain friends despite the deep differences between their two families. Set in New York during the 1940s, this provocative film follows the son of an orthodox rabbi and the son of a secular father, raised to question everything around him, including his religion. A moving coming of age story.",0.888234,/xP0dvNzcL8krJkY2EAeE0rl88k.jpg,Chosen Film Company,,1981-08-20,0,105,en,Released,,The Chosen,False,7.3,6,friendship
False,,0,Comedy;Romance,,26560,tt0082200,en,Continental Divide,A hard-nosed Chicago journalist has an unlikely love affair with an eagle researcher.,2.931013,/sCBnYayFtT7rOMSxkohnvedyByC.jpg,Universal Pictures;Amblin Entertainment,,1981-09-18,15578237,103,en,Released,When they met they heard bells. And that was just round one.,Continental Divide,False,5.5,28,journalist;camping;rocky mountains;eagle;bear;love affair;cultural conflict;mountain lion;newspaper columnist
False,,0,Drama;History,,225,tt0082222,pl,Czlowiek z zelaza,"In Warsaw in 1980, the Communist Party sends Winkel, a weak, alcoholic TV hack, to Gdansk to dig up dirt on the shipyard strikers, particularly on Maciek Tomczyk, an articulate worker whose father was killed in the December 1970 protests. Posing as sympathetic, Winkel interviews the people surrounding Tomczyk, including his detained wife, Agnieszka.",0.886249,/sBE5uTURQ7m0CtidhjaSdSz2POQ.jpg,"Zespól Filmowy ""X"";Film Polski",,1981-07-27,0,147,pl,Released,,Man of Iron,False,6.1,15,individual;strike
False,,0,Action;Drama,,26444,tt0082247,en,Death Hunt,"Canada 1931: The unsociable trapper Johnson lives for himself in the ice-cold mountains near the Yukon river. During a visit in the town he witnesses a dog-fight. He interrupts the game and buys one of the dogs - almost dead already - for $200 against the owner's will. When the owner Hasel complains to Mountie Sergeant Millen, he refuses to take action. But then the loathing breeder and his friends accuse Johnson of murder. So Millen, although sympathetic, has to try to take him under arrest - but Johnson defends his freedom in every way possible.",5.674684,/8DN3GxgDYV4yMRYWGVfzBY4xQdc.jpg,Golden Harvest Company;Northshore Investments Ltd.,,1981-05-22,0,97,en,Released,The Saga Of Two Rivals Who Clash As Enemies And Triumph As Heroes.,Death Hunt,False,6.1,34,canada;wilderness;survival
False,,0,Crime;Drama;Mystery;Thriller,,5062,tt0082436,en,Garde à vue,"A police inspector, suspecting an attorney of two child sex murders, has him held for a questioning session that goes on for hours.",2.445608,/uoz10JVrFdj7QS8UzvOyogynnMI.jpg,TF1 Films Productions,,1981-09-21,0,88,fr,Released,,The Inquisitor,False,7.2,27,child abuse;suspense
False,,0,Drama;Thriller;Music,,27016,tt0082639,en,"Ladies and Gentlemen, the Fabulous Stains","Corrine Burns retreats far into plans for her band, The Fabulous Stains, after her mother's death.",2.121307,/sYupihliesDUrt6FYcDiRiq9NoB.jpg,Paramount Pictures;Barclays Mercantile Industrial Finance;Red Stripe,,1982-10-01,0,87,en,Released,She can't fool all the fans all of the time ...,"Ladies and Gentlemen, the Fabulous Stains",False,6.5,15,punk rock
False,,0,War;Drama;Romance,,265,tt0082661,de,Lili Marleen,Lili Marleen is the story of a German singer named Wilkie who while working in Switzerland falls in love with a Jewish composer named Robert who’s family is helping people to flee from the Nazis. Roberts family is skeptical of Walkie thinking she could be a Nazi as she becomes famous for singing Lili Marleen.,2.525223,/nbOlJs5h98OiUBTnmMr330sAsib.jpg,Roxy Film;Bayerischer Rundfunk (BR);Rialto Films;CIP Filmproduktion GmbH,,1981-01-14,0,120,de,Released,,Lili Marleen,False,5.6,15,berlin;music record;jewry;resistance;show business;in love with enemy;zurich;switzerland;radio station;musical
False,,0,Romance;Drama,,2264,tt0082671,de,Lola,"Ten years after the war, West Germany's market economy is booming. Into an unnamed city that's rife with corruption comes a new building commissioner, Herr von Bohm, committed to progress but also upright. He's smitten by Marie-Louise, a single mother who's his landlady's daughter. Von Bohm does not realize she is also Lola, a singer at a bordello and the mistress of Schuckert, a local builder whose profits depend on von Bohm's projects. When von Bohm discovers Marie-Louise's real vocation and looks closely at Schuckert's work, will this social satire play out as a remake of ""Blue Angel,"" a visit of Chekhov to West Germany, or an update of Jean Renoir's ""Rules of the Game""?",1.900407,/8FaNvFK822EOItlDNV3UEZOtA5F.jpg,Westdeutscher Rundfunk (WDR);Rialto Film;Trio Film,,1981-08-20,0,113,de,Released,,Lola,False,7.2,17,corruption;brothel;province;bavaria;coburg;prostitution;the miracle on the rhine;adenauer
False,,0,Horror;Mystery,,47886,tt0082748,en,Mil gritos tiene la noche,A frustrated Boston detective searches for the maniac responsible for mutilating a number of university coeds.,3.896297,/6S4nbIwrKmkKdo8fw1SfsbP2Y5f.jpg,Almena Films;Film Ventures International (FVI);Filmirage;Montoro Productions Ltd.;Fort Films,,1982-08-23,1198346,85,it;en;es,Released,It's exactly what you think it is!,Pieces,False,6.1,53,male nudity;female nudity;detective;shower;perversity;nudity;childhood trauma;stalker;puzzle;murder;independent film;cult favorite;serial killer;surprise ending;slasher;chainsaw;mutilations;university;stabbing;killer;black gloved killer;black gloves
False,,0,Action;Adventure;Thriller,,1672,tt0082949,en,Le Professionnel,"French secret agent Joss Baumont is sent to kill the president Njala of an African country. However, a counter-order is given before he can execute his mission and he is abandoned in the hands of foreign authorities. He escapes and seeks revenge by pursuing what was his original mission.",10.093285,/lcqPvmGXmkGwhr5fIox6ZEyol4m.jpg,,,1981-10-21,0,108,fr,Released,,The Professional,False,7.1,71,paris;prison;africa;homeless person;wife husband relationship;intelligence;revenge;escape from prison
False,,5000000,Documentary;Comedy,,9012,tt0322802,en,Jackass: The Movie,"Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!!",14.095586,/iCB8mLrRoMp6sFta1qgZyZgmu9W.jpg,Paramount Pictures;MTV Films;Dickhouse Productions;Lynch Siderow Productions,,2002-10-21,64282312,87,en,Released,Do not attempt this at home.,Jackass: The Movie,False,6.1,355,disgust;pain;stunts;music video;stuntman;stupidity;shocking
False,,12000000,Drama;Romance,,1360,tt0120679,en,Frida,"""Frida"" chronicles the life Frida Kahlo shared unflinchingly and openly with Diego Rivera, as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary",11.283472,/zwkLXyeAKYGX6iKJemLlSSPmC22.jpg,Miramax Films;Lions Gate Films;Ventanarosa Productions;Handprint Entertainment,,2002-08-29,56298474,123,en;fr;ru,Released,Prepare to be seduced,Frida,False,7.3,397,painter;love of one's life;disabled;woman director
False,,4000000,Action;Drama;History;War,,1941,tt0053804,en,Exodus,The theme is the founding of the state of Israel. The action begins on a ship filled with Jewish immigrants bound for Israel who are being off loaded on Cyprus. An Intelligence officer succeeds in getting them back on board their ship only to have the harbor blocked by the British with whom they must negotiate. The second part deals with declaring independence and the resulting warring.,7.819581,/oqeplT0dVb9HBs59HSAIGyrVmSO.jpg,Carlyle Productions,,1960-03-27,21750000,208,en,Released,,Exodus,False,6.9,39,israel;jewry;middle east conflict;epic
False,,0,Comedy,,26685,tt0058212,en,How to Murder Your Wife,"Stanley Ford leads an idyllic bachelor life. He is a nationally syndicated cartoonist whose Bash Brannigan series provides him with a luxury townhouse and a full-time valet, Charles. When he wakes up the morning after the night before - he had attended a friend's stag party - he finds that he is married to the very beautiful woman who popped out of the cake - and who doesn't speak a word of English. Despite his initial protestations, he comes to like married life and even changes his cartoon character from a super spy to a somewhat harried husband.",3.034758,/1lwxAeN3OGXkoPH9DzZrRtA7XK0.jpg,Murder Inc.,,1965-01-26,0,118,en;it,Released,Bring The Little Woman...Maybe She'll Die Laughing!,How to Murder Your Wife,False,6.3,30,
False,,70000000,Action;Adventure;Comedy;Thriller,,8427,tt0297181,en,I Spy,"When the Switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the U.S. government, one of the United States' top spies, Alex Scott, is called to action. What he doesn't expect is to get teamed up with a cocky civilian, World Class Boxing Champion Kelly Robinson, on a dangerous top secret espionage mission. Their assignment: using equal parts skill and humor, catch Arnold Gundars, one of the world's most successful arms dealers.",10.404277,/6mtUJKyedvQwEKXfWzJt3vtWx1M.jpg,Columbia Pictures Corporation,,2002-10-31,33561137,97,en;hu;ru,Released,Attitude meets espionage.,I Spy,False,5.2,276,budapest;kidnapping;boxer;secret agent;liberation of hostage;hostage-taking;woman director
False,,41000000,Drama,http://movies.uip.de/8mile/,65,tt0298203,en,8 Mile,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.",8.374355,/dXzTrKwpbLpCqn8O70FUUhNbYQT.jpg,Imagine Entertainment;Mikona Productions GmbH & Co. KG,,2002-11-08,215000000,110,en,Released,Every moment is another chance.,8 Mile,False,6.8,1676,individual;street gang;adolescence;rap music;hip-hop;rhyme battle;trailer park;ethnic stereotype;single;detroit;eminem
False,,0,Comedy;Romance,,27204,tt0287986,fr,"Dieu est grand, je suis toute petite","Michèle, 20 years old, feels terrible after having broken up with her boy-friend. She meets Francois, who's a veterinarian and jewish. Michèle decides to convert into Judaism because she has to believe in something, if not in someone.",1.534982,/hsnDnRcmpctfMsGsH5ZdGJYrG46.jpg,,,2001-09-26,0,100,en;fr;he,Released,,God Is Great and I'm Not,False,5.0,3,
False,,0,,http://www.therisingplace.com/,152023,tt0201020,en,The Rising Place,"The close friendship of two young women, each of a different race, and their struggle to find purpose in their lives during this time of social injustice and world war.",0.586722,/v6lbymYjNs78NEW5wngdjMveFXw.jpg,Flatland Pictures,,2001-02-01,0,93,en,Released,A story about discovering your heart in a place you never expected.,The Rising Place,False,0.0,0,
False,,100000000,Adventure;Fantasy;Family,,672,tt0295297,en,Harry Potter and the Chamber of Secrets,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.",29.741452,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,1492 Pictures;Heyday films;Warner Bros.,,2002-11-13,876688482,161,en,Released,Hogwarts is back in session.,Harry Potter and the Chamber of Secrets,False,7.4,5966,flying car;witch;magic;cutting the cord;child hero;broom;sorcerer's apprentice;school of witchcraft;giant snake;black magic;aftercreditsstinger
False,,1800000,Drama;Romance,http://padreamaro.ad2.com/site/home_eng.htm,542,tt0313196,es,El Crimen del Padre Amaro,The young Father Amaro is put to the test. He is sent to Mexico to help take care of aging Father Benito when he meets a 16-year-old girl that he begins and affair with. It turns out the girls mother had been having an affair with Father Benito. Father Amaro must soon choose between the holy or the sinful life.,2.195447,/wqwt2DKcQV6EeSwXuYTk7pkLFii.jpg,Instituto Mexicano de Cinematografía;Alameda Films;Cinecolor-México;Cinecolor-Argentina;Artcam y Fonds Sud Cinéma,,2002-10-01,0,118,es,Released,Lead us not into temptation,The Crime of Padre Amaro,False,6.2,36,heart attack;drug traffic;drug crime;mexican province;celibacy;priest;pregnancy;catholicism;new mexican cinema
False,,2000000,Drama;Family,,33251,tt0312841,ko,Jibeuro,"The story begins on a fine summers morning, when San-woo and his mother board a bus to the country. It is soon clear that the unsophisticated rural passengers annoy the seven-year-old urban boy. His mother is taking him to live with his 78-year-old mute, but not deaf, grandmother while she looks for a new job after a business venture failed in Seoul.",1.832369,/rydddngVZNdOFEvdYpIxiY3A6om.jpg,CJ Entertainment;Tube Entertainments,,2002-04-05,0,80,ko,Released,Discover the magical movie that has captured the heart of a nation,The Way Home,False,7.1,25,grandmother grandson relationship;woman director
False,,11000000,Thriller;Action;Drama,,2165,tt0280870,en,Liberty Stands Still,"As the heir and current marketing director for one of the nation's biggest gun manufacturers, Liberty Wallace is indifferent to the atrocities made possible through her business and her CEO husband, Victor. On her way to see her actor lover, Liberty ends up chained to a food cart full of explosives -- all at the insistence of ""Joe"", a sniper whose young daughter was a victim of gun violence, and who now has Liberty in his sights.",11.774131,/2Aiq4oberpDtIVEocSldNAlVQcJ.jpg,Lions Gate Films;Cinerenta Medienbeteiligungs KG;Pearl Pictures;Still Productions,,2002-01-18,0,96,en,Released,In the game of life and death... you only lose once.,Liberty Stands Still,False,5.6,47,defense industry;loss of daughter;suspense;woman director
False,,0,Action;Mystery;Thriller,,53000,tt0271200,en,Soul Assassin,"Kevin Burke a young executive for a multinational investment bank, is a rising star in the Rotterdam office. Rewarded for his perceptive eye and mastery of foreign languages, Kevin receives the promotion he has been working for - a coveted spot on the company's internal security team. Trained by the enigmatic Mr. Ficks to protect the firm's employees in volatile, third world markets, Kevin thinks he has a shield for every arrow. And this makes him feel safe, or at least ""safer"" than he's felt since his father's mysterious death. Karl Jorgensen, the Managing Director of the bank, is Kevin's boss and surrogate father. He has mentored Kevin over the years, which makes his biological son, Karl Jorgensen Junior, visibly jealous. Jorgensen brushes off the ""sibling rivalry"", but clearly favors Kevin, molding him into a confident, young man. It is this confidence that gives Kevin the courage he needs to propose to the woman he loves...",0.239635,/4TtNy0xqAIflmn3KJEETRZ9XPCs.jpg,,,2001-08-23,0,96,en;hu,Released,Trained to protect... He is the perfect assassin,Soul Assassin,False,4.3,3,suspense
False,,0,Comedy;Drama;Family;Romance,,1377,tt0051745,en,Houseboat,An Italian socialite on the run signs on as housekeeper for a widower with three children.,2.266744,/2IwzjYhM3aFfXyQZiP5I8Ci3GhA.jpg,Paramount Pictures,,1958-11-19,0,110,en;it,Released,It All Happens Happily on a Heaven of a Houseboat!,Houseboat,False,6.8,25,parent child relationship;houseboat;ball;nanny;boat wedding;class society;single father
False,,0,Drama;Foreign;Romance,,2528,tt0102368,fr,Madame Bovary,"Bored with the limited and tedious nature of provincial life in 19th-century France, the fierce and sensual Emma Bovary finds herself in calamitous debt and purses scandalous sexual liaisons with absolute abandon. However, when her volatile lifestyle catches up to her, the lives of everyone around her are endangered.",1.233405,/smjD2r5itvDXmgQkKsMfm0a7CFm.jpg,CED Productions;Canal+;MK2 Productions;FR3 Films Production;Conseil Régional de Haute Normandie;Le Club des Investisseurs;Credit Lyonnais;Conseil Général de l'Eure,,1991-04-03,1942423,136,fr,Released,,Madame Bovary,False,6.6,19,adultery;bourgeoisie
False,,0,Drama,,96966,tt0082969,en,Raggedy Man,"Nita, a divorced mother of two boys, is stuck working as a telephone operator in a small Texas town in World War II. Her friendship with a sailor on leave causes tongues to wag in town.",0.725026,/5OKfo5ax4ZrI4q5RY1MaXuXHzdl.jpg,,,1981-09-18,0,94,en,Released,,Raggedy Man,False,4.8,6,
False,,0,Adventure;Action;Comedy,,26325,tt0083170,en,"Tarzan, the Ape Man","The Tarzan story from Jane's point of view. Jane Parker visits her father in Africa where she joins him on an expedition. A couple of brief encounters with Tarzan establish a (sexual) bond between her and Tarzan. When the expedition is captured by savages, Tarzan comes to the rescue",2.081712,/rjJje4aefMCHSn9xgldWZ2aOehT.jpg,Metro-Goldwyn-Mayer (MGM),,1981-08-07,36565280,107,en,Released,The most beautiful woman of our time in the most erotic adventure of all time.,"Tarzan, the Ape Man",False,3.8,24,tarzan;erotic thriller
False,,0,Thriller;Drama;Horror,,69169,tt0083178,en,Tattoo,"Karl Kinsky, an unbalanced tattoo artist, becomes obsessed with Maddy, a model he meets when he is hired to body-paint several women for a photo shoot, making the women look like they have large tattoos. As Kinsky grows more obsessed with Maddy, he becomes increasingly determined that Maddy should bear his ""mark"" -- forever.",0.803521,/mbF3nZ6z876Ppd8oaUziCPiwW0D.jpg,,,1981-10-09,0,103,en,Released,Every great love leaves its mark.,Tattoo,False,6.0,5,tattoo
False,,0,Drama;Comedy;Thriller;Mystery;Romance,,31921,tt0083189,en,They All Laughed,"A mad cap private-eye caper about a team of detectives who are following, and are being followed by, a group of beautiful women.",1.718048,/bdimknTxYJlBj03WOeoPruAyo2g.jpg,,,1981-01-01,0,115,en,Released,Some of them promised they'd never fall in love.,They All Laughed,False,5.5,11,
False,,0,Drama,,32625,tt0295238,en,Personal Velocity,Three women's escapes from their afflicted lives. Each struggles to flee from the men who confine their personal freedom.,5.304475,/94kPC9S4aidaTfeBc8Yu6Lr2RDQ.jpg,IFC Productions,,2002-01-01,0,86,en,Released,,Personal Velocity,False,5.0,11,woman director
False,,30000000,Drama;Action;Thriller;Romance,,8198,tt0258068,en,The Quiet American,"A stylish political thriller where love and war collide in Southeast Asia. Set in early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, these three only sink deeper into a world of drugs, passion, and betrayal where nothing is as it seems.",8.230447,/v5C4z1tX7QOQMP9eHLcUC1rs4ud.jpg,Miramax Films;Intermedia Films;Mirage Enterprises,,2002-11-22,27674124,101,en;fr;vi,Released,,The Quiet American,False,6.5,82,terror;journalist;lover (female);saigon;indochina
False,,9285469,Drama;Romance,,64,tt0287467,es,Hable con ella,Two men share an odd friendship while they care for two women who are both in deep comas.,6.648278,/klsBB1YEGRyC7YjiLYCKIqkU6pY.jpg,Vía Digital;Good Machine;El Deseo S.A.;Antena 3 Televisión,,2002-03-14,51001550,112,es,Released,,Talk to Her,False,7.5,273,suicide;spain;rape;coma;bullfight;torera;journalist;sexual abuse;dying and death;theatre milieu;friendship;car crash;hospital;pregnancy
False,,47000000,Drama;Science Fiction;Mystery;Romance,,2103,tt0307479,en,Solaris,"Upon arrival at the space station orbiting an ocean world called Solaris a psychologist discovers that the commander of an expedition to the planet has died mysteriously. Other strange events soon start happening as well, such as the appearance of old acquaintances of the crew, including some who are dead.",10.642824,/8TTniVKEjUWs3DnAMEWMXP6V1ct.jpg,Twentieth Century Fox Film Corporation;Lightstorm Entertainment,,2002-11-27,30002758,99,en,Released,How far will you go for a second chance?,Solaris,False,5.9,378,clone;loss of sense of reality;hallucination;space travel;grief;space;psychologist;outer space;astronaut;loss of loved one;space station;unusual phenomena
